subject,subscribers,free,fee,reviews,avg reviews,level,lectures,duration,published date,subtitles,recommend
Design,4909,0,1590,2520,2.5,Beginner,13,456,2020-08-18,0,0
Management,9225,0,1300,7232,4.5,Expert,4,156,2004-12-25,1,0
Music,12004,1,0,3974,3.0,Intermediate,3,52,2010-07-15,1,1
Social Sciences,9897,1,0,2202,4.5,Expert,7,258,2006-02-01,0,1
Music,8817,0,1120,5972,1.0,Expert,15,450,2021-10-17,1,0
Design,7361,0,140,1921,4.5,Beginner,11,307,2002-11-26,1,0
Personal Development,5279,0,200,275,2.5,Beginner,9,239,2017-08-26,0,0
Science,4506,0,120,1216,1.0,Expert,11,341,2009-11-05,0,1
Social Sciences,8505,1,0,1273,4.0,Intermediate,2,77,2021-05-07,0,1
Personal Development,7776,1,0,909,0.5,Beginner,10,354,2017-12-15,1,1
Social Sciences,10947,1,0,2561,2.5,Beginner,9,291,2015-05-24,1,1
Personal Development,7733,0,460,4951,2.0,Expert,5,122,2020-04-03,0,1
Social Sciences,14520,0,660,8269,4.5,Intermediate,14,342,2011-02-07,1,1
Photography,5175,0,1430,3856,4.0,Beginner,7,175,2014-09-30,1,0
Management,5695,0,130,1054,5.0,Intermediate,7,202,2007-06-18,1,1
Photography,6290,1,0,6101,0.0,Intermediate,13,381,2019-01-17,1,1
Personal Development,5698,0,190,1421,0.5,Beginner,16,309,2020-05-21,1,0
Music,7620,0,1250,5221,1.0,Expert,7,169,2017-09-23,1,0
Information Technology,2979,0,480,1403,5.0,Expert,7,254,2005-08-02,0,1
Information Technology,5356,1,0,4378,1.5,Beginner,5,188,2010-08-16,1,1
Science,10011,0,120,7513,4.5,Expert,10,154,2011-12-27,1,1
Photography,8279,0,540,3975,5.0,Beginner,4,178,2002-11-24,1,0
Management,10831,1,0,9363,4.5,Beginner,11,185,2006-08-14,0,1
Personal Development,5390,0,280,2090,1.5,Beginner,5,116,2021-12-22,0,0
Personal Development,8076,1,0,3407,3.0,Expert,5,129,2017-02-02,0,1
Design,9614,0,1220,1349,1.0,Beginner,1,43,2005-09-19,1,0
Information Technology,6588,0,4150,3185,5.0,Intermediate,8,290,2017-10-07,1,0
Photography,2049,1,0,802,0.5,Beginner,14,312,2011-08-05,0,1
Photography,6142,1,0,5745,4.0,Expert,16,495,2015-08-05,1,1
Music,7291,0,2340,4258,0.5,Expert,11,350,2007-10-05,1,0
Personal Development,4195,0,5340,18,0.5,Expert,11,433,2011-10-21,0,0
Design,1938,1,0,939,2.5,Intermediate,8,129,2011-02-20,1,1
Design,7021,0,210,4057,1.0,Beginner,2,68,2005-06-08,1,0
Design,13209,0,150,4743,3.5,Expert,13,502,2021-04-04,1,1
Science,10385,0,660,2978,0.5,Beginner,16,319,2011-02-23,0,0
Information Technology,10357,0,2610,1272,0.0,Intermediate,15,327,2014-09-28,1,0
Music,10154,1,0,8053,2.0,Beginner,12,387,2021-03-23,0,1
Science,7642,0,3260,5704,2.0,Beginner,12,267,2003-01-29,1,0
Social Sciences,12258,0,380,3675,1.0,Beginner,18,294,2008-10-29,0,1
Science,6918,1,0,176,5.0,Expert,15,444,2020-12-13,1,1
Management,8004,1,0,2726,4.5,Expert,1,11,2005-03-14,1,1
Design,9255,0,1190,4913,0.0,Expert,18,610,2021-02-13,0,0
Music,10236,0,1470,7861,2.0,Expert,10,168,2009-10-24,0,0
Personal Development,9510,0,320,1026,2.5,Intermediate,10,328,2004-11-24,0,0
Information Technology,7916,0,990,986,5.0,Beginner,6,136,2011-05-16,1,0
Management,13411,0,1240,2078,3.0,Beginner,16,321,2011-09-21,1,1
Information Technology,3822,1,0,1154,0.0,Intermediate,10,406,2015-12-16,1,1
Science,6888,1,0,5250,3.5,Intermediate,10,409,2002-09-11,0,1
Photography,8892,1,0,6878,3.5,Intermediate,4,167,2016-02-02,1,1
Photography,2541,0,1830,2508,1.0,Beginner,14,425,2021-09-04,0,0
Photography,8338,0,140,5340,3.0,Expert,9,136,2009-12-13,0,1
Design,9215,0,1700,4286,4.0,Beginner,15,389,2010-12-17,1,0
Social Sciences,9642,0,990,5279,5.0,Intermediate,9,114,2002-11-04,0,0
Design,4405,0,1480,371,2.0,Expert,9,358,2009-08-19,1,0
Design,9655,0,1320,6756,2.0,Intermediate,17,651,2005-08-30,0,0
Science,5844,1,0,830,2.5,Expert,7,153,2009-05-14,0,1
Management,9625,0,100,4215,1.0,Intermediate,9,264,2010-02-04,1,1
Science,6290,0,120,4317,3.5,Expert,10,110,2010-07-13,1,1
Personal Development,6255,0,150,1669,0.0,Expert,16,396,2014-01-22,0,1
Music,4866,0,730,689,0.0,Expert,21,1019,2018-10-09,1,0
Social Sciences,10565,0,1880,8745,3.0,Intermediate,9,218,2016-03-22,0,0
Social Sciences,3902,0,610,2511,1.0,Beginner,13,314,2011-06-08,1,0
Design,9934,1,0,4028,1.5,Intermediate,11,386,2011-06-19,0,1
Music,9092,1,0,1970,3.5,Intermediate,4,128,2004-12-16,0,1
Design,4840,0,540,835,0.0,Expert,8,270,2018-12-01,1,0
Science,11538,0,750,6800,3.5,Intermediate,12,563,2008-02-03,0,0
Social Sciences,2943,1,0,1486,3.5,Expert,17,622,2010-10-12,1,1
Science,7568,1,0,7010,2.0,Intermediate,14,526,2019-06-13,0,1
Social Sciences,7200,0,1920,167,1.0,Intermediate,6,202,2007-11-29,0,0
Science,7236,0,380,2798,0.5,Expert,6,118,2009-04-06,1,1
Personal Development,3633,1,0,374,0.5,Intermediate,6,138,2018-06-16,1,1
Music,12926,1,0,628,5.0,Intermediate,2,39,2007-06-17,0,1
Design,2508,1,0,82,3.0,Expert,11,250,2018-06-23,0,1
Photography,13144,0,340,7517,0.5,Expert,6,162,2007-07-13,0,1
Information Technology,4356,0,140,3527,4.5,Expert,13,480,2020-03-31,0,1
Science,0,0,2270,0,2.5,Expert,18,561,2011-12-14,0,0
Design,8182,0,220,4183,3.0,Expert,16,598,2008-06-23,1,1
Management,4079,0,750,2183,3.0,Intermediate,6,206,2017-04-02,0,0
Music,9466,1,0,4700,0.5,Beginner,7,214,2018-01-11,0,1
Information Technology,8307,1,0,6647,0.5,Expert,15,141,2009-09-02,1,1
Photography,7948,0,250,5774,5.0,Intermediate,9,426,2020-02-11,1,1
Music,11125,0,110,9469,1.5,Beginner,12,368,2016-12-16,1,0
Information Technology,8463,1,0,1570,1.0,Expert,12,407,2005-12-17,0,1
Photography,6916,0,290,4506,1.0,Beginner,11,418,2021-02-05,1,0
Information Technology,10923,0,1640,9270,1.0,Intermediate,11,296,2014-07-25,1,0
Management,11746,0,1350,10129,2.5,Intermediate,9,309,2002-03-30,0,0
Personal Development,5866,0,540,2006,2.5,Intermediate,12,305,2015-09-20,1,0
Management,8994,0,1130,2741,4.5,Intermediate,13,413,2020-01-14,1,0
Music,10180,0,280,866,5.0,Beginner,13,316,2010-05-09,0,0
Information Technology,9407,0,980,8408,0.5,Expert,8,257,2014-05-14,0,0
Information Technology,6465,1,0,6327,4.0,Intermediate,13,368,2002-03-20,1,1
Social Sciences,10492,0,1450,4154,1.0,Intermediate,8,223,2005-07-06,0,0
Design,4557,0,1920,3520,5.0,Beginner,7,183,2008-02-16,0,0
Photography,6529,1,0,4464,4.0,Intermediate,12,210,2014-01-05,1,1
Music,9932,1,0,8616,1.0,Beginner,2,20,2019-11-21,0,1
Design,5841,0,5220,112,3.0,Intermediate,8,253,2010-08-11,0,0
Design,5689,0,1000,5552,3.5,Expert,6,196,2010-09-15,0,0
Science,9073,0,160,7128,2.0,Expert,6,176,2010-12-29,1,1
Music,12272,1,0,2443,1.5,Intermediate,1,31,2005-04-12,0,1
Social Sciences,7974,0,1860,5023,3.5,Expert,14,122,2015-05-23,0,0
Social Sciences,5341,0,880,4281,1.5,Expert,11,348,2018-02-28,1,0
Management,6958,0,3100,2958,5.0,Expert,10,376,2012-11-07,0,0
Photography,5863,0,1060,4625,1.0,Expert,8,264,2002-10-30,1,0
Photography,10290,0,980,4953,2.5,Intermediate,10,503,2021-10-21,1,0
Personal Development,8045,0,190,1126,5.0,Intermediate,17,680,2005-10-24,1,1
Information Technology,4342,0,400,293,2.0,Intermediate,8,253,2021-10-14,0,0
Personal Development,7880,1,0,996,2.0,Expert,10,149,2005-07-12,0,1
Social Sciences,7998,0,1110,3319,5.0,Intermediate,1,24,2019-10-24,0,0
Social Sciences,7380,0,1160,772,1.5,Intermediate,8,277,2002-03-24,0,0
Personal Development,8142,0,1300,606,0.5,Expert,14,511,2010-04-08,1,0
Science,6369,0,750,5897,1.5,Expert,6,415,2006-01-31,0,0
Photography,8508,0,1180,5948,2.5,Intermediate,1,27,2008-04-03,0,0
Design,5826,1,0,4013,2.0,Intermediate,4,202,2017-05-31,1,1
Management,7335,0,2010,3352,3.5,Expert,7,214,2005-06-05,0,0
Design,4379,1,0,1987,4.5,Intermediate,10,463,2005-01-07,0,1
Design,11480,0,820,3589,3.0,Expert,13,130,2008-02-01,1,0
Personal Development,6372,0,260,1180,4.0,Expert,10,379,2019-10-01,1,1
Social Sciences,7614,0,1030,1006,4.5,Intermediate,14,518,2008-11-28,0,0
Social Sciences,8678,0,510,4031,4.5,Intermediate,4,180,2008-06-14,1,0
Personal Development,6982,0,750,2580,4.0,Beginner,17,603,2015-12-02,1,0
Information Technology,9625,0,130,3704,2.0,Beginner,13,407,2021-04-17,0,0
Management,9200,0,160,5061,2.0,Expert,19,897,2004-07-11,0,1
Information Technology,6797,0,320,691,2.0,Beginner,3,40,2020-08-26,0,0
Science,8337,1,0,8058,1.0,Intermediate,9,448,2007-11-20,0,1
Photography,7640,0,570,855,1.0,Intermediate,8,173,2014-03-13,1,0
Photography,6679,0,780,5217,4.5,Intermediate,6,110,2021-12-21,1,0
Information Technology,7761,1,0,5751,0.5,Expert,8,113,2005-01-10,0,1
Social Sciences,8469,0,730,1987,2.0,Expert,11,337,2004-08-02,1,0
Social Sciences,4982,0,4490,1681,5.0,Beginner,10,314,2014-03-28,1,0
Science,3820,0,230,2597,2.0,Intermediate,16,685,2008-10-19,1,1
Science,6725,1,0,3804,2.5,Intermediate,21,597,2010-06-29,0,1
Science,11346,0,180,3373,0.5,Expert,9,78,2012-07-29,1,1
Management,5770,0,860,651,2.0,Intermediate,10,232,2002-02-15,0,0
Personal Development,7726,0,1340,7441,1.0,Intermediate,11,320,2014-05-13,0,0
Design,6696,1,0,2815,3.5,Beginner,9,210,2015-11-04,1,1
Management,9385,0,900,3301,2.0,Beginner,13,450,2017-05-03,0,0
Design,7441,0,400,4275,3.5,Beginner,4,157,2013-08-11,0,0
Design,8607,1,0,5287,1.5,Beginner,4,70,2007-12-19,0,1
Management,8424,0,980,3186,3.0,Intermediate,6,190,2020-11-04,1,0
Photography,9636,1,0,5874,3.0,Beginner,1,18,2002-03-13,0,1
Social Sciences,10059,0,2330,2492,5.0,Expert,5,193,2005-07-07,1,0
Social Sciences,6924,0,180,4738,1.0,Beginner,11,295,2005-12-17,0,0
Photography,6260,0,460,2766,2.5,Intermediate,4,165,2012-08-19,0,0
Personal Development,1799,1,0,575,2.0,Expert,21,453,2015-10-02,1,1
Photography,10169,0,550,8236,0.0,Beginner,15,506,2004-05-10,1,0
Information Technology,6715,0,1990,2197,2.5,Intermediate,16,539,2015-03-31,1,0
Personal Development,7259,0,3220,6958,5.0,Expert,5,170,2018-05-31,1,1
Science,7851,0,130,3689,3.5,Beginner,15,393,2012-05-19,1,0
Music,6922,0,320,719,3.5,Beginner,7,118,2021-08-11,0,0
Personal Development,5552,0,690,117,1.0,Expert,9,215,2019-12-01,0,0
Personal Development,11135,0,1530,2714,0.0,Expert,15,861,2007-08-15,0,0
Music,8557,1,0,1464,1.5,Beginner,4,138,2007-12-26,1,1
Management,8132,1,0,6350,2.0,Intermediate,6,144,2007-06-01,1,1
Social Sciences,5996,0,120,785,5.0,Beginner,14,492,2008-12-10,1,0
Information Technology,8922,1,0,6647,1.5,Expert,14,125,2013-02-14,1,1
Music,5622,0,320,4321,1.0,Expert,11,305,2008-09-06,0,1
Science,7260,0,1180,6346,3.5,Intermediate,1,36,2015-11-19,0,0
Science,4761,0,320,3004,4.5,Beginner,9,150,2011-05-12,0,0
Photography,7905,0,1370,6523,4.0,Expert,17,472,2016-08-28,1,0
Music,8038,0,500,1730,3.0,Expert,16,338,2007-06-23,1,1
Personal Development,5445,0,780,3162,0.0,Expert,14,476,2005-09-07,0,0
Photography,9800,0,340,6811,1.5,Intermediate,8,231,2014-06-15,1,0
Design,8157,1,0,7426,3.5,Beginner,3,58,2014-07-14,1,1
Science,7999,0,2180,2802,1.5,Expert,27,807,2005-11-05,1,0
Information Technology,10025,1,0,7970,2.5,Intermediate,15,786,2020-12-26,1,1
Management,3569,0,260,3515,4.0,Expert,15,454,2002-06-01,0,1
Personal Development,5252,0,1770,3703,0.5,Expert,13,420,2015-07-17,0,0
Design,9714,0,2430,336,1.0,Expert,7,156,2016-09-11,0,0
Music,7591,0,810,5598,1.5,Intermediate,7,271,2008-07-17,0,0
Science,5808,0,1900,356,2.0,Intermediate,17,409,2010-10-20,1,0
Personal Development,11748,0,460,1531,1.0,Intermediate,1,14,2016-11-19,0,0
Science,11080,1,0,3993,4.5,Intermediate,11,546,2014-07-19,1,1
Design,8759,0,1800,378,0.0,Expert,9,285,2020-01-29,0,0
Personal Development,10662,0,2560,6294,3.0,Intermediate,14,495,2016-05-16,0,0
Design,9500,1,0,6715,2.5,Expert,21,402,2007-03-04,1,1
Science,2593,0,360,1909,4.5,Expert,17,479,2017-12-25,0,1
Information Technology,3611,0,1440,44,3.0,Beginner,7,99,2008-01-25,0,0
Design,7633,1,0,6011,3.0,Expert,3,77,2011-07-07,1,1
Management,4429,0,760,3380,4.0,Intermediate,20,575,2015-08-13,0,0
Science,8330,1,0,4635,4.0,Beginner,16,546,2018-10-22,1,1
Management,7256,0,610,5727,4.5,Beginner,13,417,2005-12-05,1,0
Photography,9819,0,860,7720,1.5,Expert,18,383,2010-10-19,1,0
Science,5774,0,5110,5210,3.5,Beginner,15,426,2005-09-21,1,0
Science,6821,0,630,6715,1.5,Intermediate,15,273,2006-01-18,0,0
Photography,5348,0,680,4091,0.5,Beginner,9,397,2015-08-14,1,0
Music,7031,1,0,6658,4.5,Intermediate,23,462,2004-08-07,0,1
Photography,10569,1,0,5170,0.0,Expert,1,34,2014-06-11,0,1
Information Technology,10530,0,970,223,1.5,Expert,12,411,2017-07-18,1,0
Management,12220,0,750,11690,3.5,Expert,15,79,2014-06-19,1,1
Information Technology,6519,0,420,3138,4.0,Intermediate,5,125,2011-03-03,1,0
Personal Development,5886,0,990,5731,1.5,Beginner,6,74,2013-10-25,0,0
Design,9905,1,0,8432,4.5,Beginner,6,128,2016-01-01,1,1
Science,13008,0,460,5288,5.0,Beginner,12,279,2002-08-28,1,1
Management,9528,0,450,5758,2.5,Beginner,4,103,2002-09-11,0,0
Information Technology,9100,0,280,681,4.5,Beginner,17,725,2015-05-28,1,0
Social Sciences,9833,0,930,3343,0.5,Expert,16,593,2002-07-08,0,0
Social Sciences,6104,0,220,3909,1.0,Intermediate,14,84,2013-06-23,1,1
Management,3583,0,850,576,1.5,Beginner,13,481,2016-01-26,0,0
Management,10102,0,440,3599,0.0,Beginner,8,266,2014-04-03,0,0
Music,7266,0,580,6439,2.0,Expert,6,160,2009-02-06,0,0
Photography,5248,0,410,1993,5.0,Intermediate,5,168,2008-10-01,1,0
Social Sciences,10409,1,0,1160,2.0,Intermediate,16,520,2016-08-20,0,1
Science,8930,0,1720,2667,0.0,Beginner,9,391,2021-09-27,1,0
Personal Development,5104,0,110,1737,4.5,Beginner,8,189,2021-07-01,0,0
Music,8641,0,1770,8599,2.5,Intermediate,7,284,2019-08-22,0,0
Design,10660,0,470,6128,2.0,Beginner,12,184,2019-07-03,0,0
Design,3470,1,0,2000,0.5,Expert,17,390,2014-04-05,1,1
Information Technology,4736,0,260,1999,2.0,Intermediate,10,254,2002-04-10,0,0
Personal Development,7676,1,0,959,2.5,Intermediate,10,333,2013-07-30,0,1
Photography,8773,0,2130,7967,3.0,Intermediate,8,324,2010-04-20,1,0
Social Sciences,1831,1,0,1406,2.5,Beginner,14,502,2006-01-31,1,1
Photography,10760,0,1350,5462,4.5,Intermediate,10,285,2013-12-04,0,0
Photography,6079,0,670,134,3.5,Expert,10,372,2009-06-21,0,0
Information Technology,8762,0,1270,2301,4.0,Beginner,15,426,2019-12-04,1,0
Personal Development,8098,1,0,3765,0.0,Beginner,8,110,2009-05-12,1,1
Photography,7086,0,1740,505,2.5,Beginner,10,324,2005-08-02,0,0
Photography,7262,0,1470,2814,3.5,Expert,6,138,2003-03-09,1,0
Management,9219,1,0,387,0.5,Expert,19,323,2019-11-18,1,1
Personal Development,10702,0,1210,10527,0.0,Beginner,4,184,2007-04-22,1,0
Design,9794,1,0,4622,1.0,Intermediate,5,106,2004-05-21,0,1
Science,8429,0,1320,2620,2.0,Beginner,4,42,2018-04-08,0,0
Photography,12056,1,0,3647,2.0,Intermediate,4,10,2013-05-14,1,1
Management,2300,0,140,1311,2.0,Expert,21,772,2011-06-01,0,1
Photography,7807,0,830,1507,2.0,Intermediate,5,265,2017-11-24,0,0
Design,4146,0,1310,3495,2.0,Expert,1,30,2007-08-25,1,0
Personal Development,7518,0,690,4468,0.0,Intermediate,9,338,2015-04-09,1,0
Information Technology,6995,0,710,6154,4.0,Expert,13,505,2009-02-09,1,0
Music,9137,0,1100,4690,0.0,Beginner,10,418,2007-01-14,0,0
Information Technology,6133,0,1800,900,2.5,Expert,14,280,2019-09-30,0,0
Photography,6095,0,710,3521,4.5,Expert,7,208,2003-03-28,1,0
Social Sciences,7825,1,0,3753,3.5,Beginner,8,216,2003-06-29,0,1
Personal Development,9792,0,700,149,2.5,Expert,7,279,2010-12-21,0,0
Science,10087,0,430,4936,3.5,Beginner,18,346,2015-01-16,1,0
Photography,16370,0,620,16036,2.5,Beginner,7,315,2008-09-16,0,1
Social Sciences,7650,0,130,5909,1.0,Expert,4,131,2005-12-27,1,1
Management,9692,0,2200,6509,4.0,Expert,11,411,2019-01-19,1,0
Music,3749,0,2440,504,5.0,Beginner,9,247,2019-11-11,0,0
Social Sciences,6196,0,760,1547,0.0,Beginner,5,227,2002-10-11,0,0
Personal Development,8264,1,0,4101,0.0,Intermediate,11,290,2010-12-23,0,1
Information Technology,11533,1,0,2427,2.0,Intermediate,6,230,2004-10-31,1,1
Personal Development,5370,0,150,733,1.0,Beginner,5,212,2018-10-17,0,0
Science,4985,0,270,3597,4.0,Beginner,6,291,2018-04-07,0,0
Photography,10756,0,300,6978,2.5,Intermediate,14,325,2008-05-15,1,0
Personal Development,8741,0,570,4070,2.0,Intermediate,14,497,2014-10-19,0,0
Music,7749,0,650,1945,1.0,Beginner,12,110,2014-10-25,0,0
Social Sciences,6675,0,210,348,0.0,Expert,6,312,2013-04-08,1,1
Design,7023,0,340,3079,4.5,Expert,9,196,2016-07-26,0,1
Design,5703,0,2230,5225,4.0,Expert,9,233,2004-03-12,0,0
Social Sciences,7156,1,0,3628,0.0,Beginner,9,229,2005-02-21,1,1
Design,10314,0,4160,6606,3.5,Expert,16,798,2005-10-10,1,0
Music,6942,0,660,3665,0.5,Expert,3,110,2009-08-16,0,0
Personal Development,11586,0,1230,3743,3.5,Beginner,16,360,2021-12-23,0,0
Music,2122,0,1000,183,3.5,Beginner,11,329,2017-02-20,0,0
Science,9359,1,0,1747,1.5,Expert,14,424,2008-09-12,0,1
Science,1739,0,110,227,3.5,Beginner,13,293,2021-04-08,0,0
Music,9444,0,5110,8005,1.5,Intermediate,17,286,2008-05-12,1,0
Music,8271,1,0,2019,2.0,Intermediate,19,568,2012-02-22,0,1
Music,465,0,2670,434,3.5,Beginner,6,113,2002-12-06,0,0
Social Sciences,7990,0,1670,1501,2.0,Intermediate,10,292,2006-05-23,0,0
Science,2893,1,0,224,3.5,Beginner,10,330,2004-07-03,1,1
Information Technology,7693,0,540,4309,2.0,Beginner,13,366,2015-05-20,0,0
Personal Development,7875,0,470,601,0.5,Beginner,7,315,2017-02-17,0,0
Design,8747,1,0,1109,0.5,Intermediate,16,585,2020-04-26,0,1
Management,7102,1,0,428,0.5,Beginner,6,86,2011-06-16,1,1
Photography,5698,0,310,3829,4.5,Intermediate,10,161,2016-11-18,0,0
Information Technology,4186,0,3340,1358,0.5,Expert,8,244,2018-03-04,0,0
Management,5094,0,330,734,1.5,Intermediate,15,531,2008-12-13,1,0
Design,8960,1,0,6416,4.0,Beginner,16,331,2018-04-17,0,1
Science,2599,0,4420,2445,3.5,Beginner,10,289,2011-02-02,0,0
Personal Development,4901,0,340,3761,1.5,Intermediate,5,144,2010-02-09,1,0
Personal Development,8895,1,0,6370,3.0,Intermediate,10,296,2012-01-14,0,1
Personal Development,5778,0,3590,5430,1.0,Beginner,17,661,2012-05-24,1,0
Music,9110,0,390,8819,2.0,Intermediate,26,785,2011-09-08,0,0
Management,4078,0,1470,200,2.0,Expert,6,327,2009-05-13,1,0
Music,7713,0,1100,6699,3.0,Expert,15,363,2013-10-13,1,0
Personal Development,11534,0,790,1635,4.5,Intermediate,16,641,2002-07-10,0,0
Photography,7174,0,130,3067,2.5,Beginner,1,22,2004-03-22,1,0
Science,8252,0,1380,6978,0.5,Intermediate,2,40,2020-06-21,1,0
Science,9313,0,500,3445,2.0,Expert,12,351,2009-08-27,1,1
Social Sciences,8260,1,0,2332,1.5,Beginner,14,210,2015-10-16,0,1
Management,4976,1,0,4011,3.5,Beginner,7,166,2020-01-04,0,1
Social Sciences,11702,1,0,7175,1.5,Expert,11,325,2011-04-07,0,1
Science,2507,0,2190,1609,0.5,Beginner,6,120,2021-03-13,0,0
Design,6054,0,120,4057,5.0,Intermediate,9,144,2010-05-28,0,1
Personal Development,3840,0,520,3658,3.0,Beginner,15,660,2012-03-02,0,0
Social Sciences,5830,0,1800,2151,0.0,Expert,11,441,2005-10-11,1,0
Design,6190,0,320,3840,2.0,Expert,12,260,2009-07-29,0,1
Design,8876,0,4110,3784,4.0,Expert,5,254,2002-04-19,0,0
Management,2469,0,1280,1042,4.5,Beginner,12,218,2007-01-04,0,0
Personal Development,7816,0,180,7417,1.5,Expert,4,52,2004-05-13,0,1
Management,7876,0,1580,878,5.0,Beginner,11,395,2020-06-14,0,0
Social Sciences,10382,0,320,4792,0.0,Beginner,14,405,2006-10-04,0,0
Social Sciences,9937,0,170,5663,0.0,Beginner,1,42,2012-01-29,0,0
Personal Development,7509,0,310,3330,1.5,Expert,19,298,2003-03-05,0,1
Design,5871,0,680,3700,2.5,Intermediate,4,151,2015-03-01,0,0
Photography,5683,1,0,2559,3.5,Beginner,16,370,2019-08-24,1,1
Social Sciences,8546,1,0,6766,1.0,Intermediate,3,132,2003-12-19,0,1
Personal Development,5337,0,770,4577,0.5,Beginner,7,237,2016-11-06,1,0
Music,10694,0,470,9433,2.0,Beginner,3,90,2020-01-23,0,0
Music,8173,1,0,6671,0.5,Beginner,10,312,2020-02-21,1,1
Science,9810,0,1430,60,1.5,Expert,7,219,2019-08-26,1,0
Information Technology,7740,1,0,3627,3.5,Expert,8,278,2016-12-18,1,1
Design,7079,0,560,2697,1.5,Expert,14,296,2021-01-07,0,0
Science,11575,0,4500,3654,0.5,Beginner,12,308,2018-03-08,1,0
Social Sciences,5309,0,1750,2386,1.0,Intermediate,19,608,2006-03-13,0,0
Science,8924,0,1470,6660,0.5,Beginner,10,415,2013-07-07,0,0
Music,9985,0,4530,2613,0.5,Intermediate,7,82,2003-08-07,1,0
Science,8358,0,120,6884,2.5,Expert,6,114,2005-01-05,1,1
Information Technology,10027,0,670,8234,4.5,Beginner,11,268,2006-02-10,0,1
Management,6729,0,410,6414,5.0,Intermediate,2,58,2011-12-02,1,1
Music,6001,0,190,3793,0.5,Beginner,7,315,2008-09-15,0,0
Science,11234,0,1150,2495,1.5,Expert,6,129,2007-11-01,0,0
Social Sciences,4251,0,790,4217,3.0,Beginner,17,515,2006-12-29,0,0
Science,7538,0,4570,6867,2.5,Expert,3,124,2018-07-07,1,0
Design,8253,0,840,3180,3.0,Intermediate,6,58,2016-12-28,1,0
Photography,8510,0,420,3944,0.0,Beginner,3,91,2005-04-11,1,0
Personal Development,9212,0,200,4405,1.0,Beginner,14,473,2020-09-30,0,0
Information Technology,7716,0,430,7333,4.0,Intermediate,11,345,2008-09-19,1,0
Information Technology,6635,0,710,4199,3.0,Expert,13,399,2002-09-30,0,0
Design,10740,0,1060,2005,0.0,Beginner,11,526,2012-04-30,0,0
Social Sciences,3169,0,1800,2940,2.0,Expert,13,568,2019-01-31,1,0
Design,3906,0,470,33,0.0,Intermediate,18,453,2009-09-18,0,0
Design,3702,0,750,754,1.5,Expert,5,187,2018-04-08,1,0
Music,6933,1,0,1388,3.0,Intermediate,9,334,2016-07-02,0,1
Science,9447,0,1900,8607,2.5,Beginner,7,270,2015-05-16,0,0
Social Sciences,4503,1,0,1139,0.0,Intermediate,17,594,2010-07-03,0,1
Social Sciences,3316,0,410,2472,5.0,Intermediate,10,171,2007-07-24,1,0
Information Technology,2509,1,0,15,0.0,Expert,8,145,2015-05-26,0,1
Music,6455,0,720,3150,4.5,Intermediate,13,526,2003-08-21,1,0
Management,6171,0,610,3621,4.5,Beginner,10,226,2008-12-25,1,0
Photography,8254,0,1700,784,4.5,Intermediate,10,204,2020-02-26,0,0
Design,5049,0,1180,1818,3.0,Beginner,18,832,2010-03-09,1,0
Social Sciences,5858,1,0,3156,3.0,Beginner,11,514,2002-04-25,1,1
Social Sciences,5943,1,0,2599,0.5,Expert,14,297,2012-09-30,0,1
Personal Development,7275,0,440,1346,0.5,Expert,16,750,2021-10-28,0,1
Personal Development,9817,1,0,5417,2.0,Expert,6,299,2012-05-14,0,1
Social Sciences,10580,0,1720,1391,4.0,Intermediate,11,216,2014-11-10,1,0
Information Technology,6594,0,1250,2737,3.5,Beginner,6,172,2007-03-02,1,0
Science,5250,0,650,3684,0.5,Beginner,20,315,2010-08-30,1,0
Design,9143,1,0,4518,1.5,Intermediate,9,381,2004-12-05,1,1
Design,7413,0,390,6787,3.0,Beginner,6,158,2014-01-29,1,0
Social Sciences,4920,0,640,2387,3.5,Intermediate,8,271,2020-05-02,0,0
Social Sciences,8051,0,510,997,0.5,Intermediate,11,395,2020-09-12,0,0
